17
880 806
805 496 -524
17 144 968
188 371 -247
43 764 96
553 286 -125
597 698 794
578 102 499
901 243 296
115 52 -874
47 285 -441
40 380 -11
387 364 733
674 252 107
863 510 338
537 851 -304
659 835 -859
867 56 -685
115 741 -412
465 889 438
907 647 -127
304 652 978
23 94 285
17 359 -579
734 521 -870
104 757 751
66 497 -692
496 182 -589
738 568 249
530 280 863
605 733 494
369 660 -221
833 737 205
704 510 -464
317 508 133
134 437 -480
213 20 718
420 639 -699
757 139 -275
652 244 -890
199 3 479
192 148 369
184 205 363
79 553 999
424 880 -996
5 382 -846
70 700 -517
167 302 -279
279 767 924
51 752 811
708 311 -725
767 608 -556
230 487 -590
381 778 -328
113 409 466
663 871 -605
897 265 -844
79 901 -45
660 358 418
207 363 695
846 385 -470
553 780 -230
184 491 -335
336 61 550
249 908 -434
476 607 476
810 741 -393
398 703 541
419 195 -800
531 453 -948
862 653 -296
679 472 336
578 581 -472
876 312 694
59 446 -710
5 734 363
725 128 -708
261 882 475
766 465 -556
888 766 -12
383 811 -835
586 27 731
365 273 241
72 55 -171
270 521 -320
254 485 430
505 196 73
732 782 -331
380 800 -471
722 179 -618
309 669 -888
88 659 809
6 167 718
237 642 501
738 252 -833
870 400 -789
5 574 638
730 377 533
824 525 693
883 13 236
585 98 -400
889 532 -642
206 216 774
774 768 591
28 202 -376
123 614 298
664 60 0
242 716 792
578 777 -890
453 855 232
901 341 352
279 273 564
655 21 -311
25 62 476
888 632 764
584 660 705
671 855 -488
163 866 483
513 710 804
538 159 -749
253 130 161
3 831 399
481 381 432
362 861 -669
876 798 -739
525 745 735
450 587 997
360 293 777
128 396 193
782 844 -86
217 208 -323
248 817 -388
490 426 454
595 447 677
686 52 487
760 673 713
44 120 -289
859 573 -256
513 697 464
809 155 -26
255 326 -273
338 566 -59
64 114 -224
110 523 -164
881 770 777
465 550 582
189 873 -309
491 905 -862
833 148 -603
224 759 428
174 704 -927
95 117 800
786 71 -490
531 744 333
251 483 981
426 175 -821
381 47 117
791 786 -986
224 882 448
507 625 731
700 217 -106
903 341 894
560 87 -471
707 693 -75
81 47 648
135 263 441
623 218 628
554 862 742
317 289 654
885 71 -181
879 390 475
655 678 18
144 459 12
821 698 947
766 318 935
46 373 -427
738 559 -70
537 75 -746
459 891 649
579 822 -647
550 540 200
65 799 410
66 391 -673
104 511 -366
5 111 886
554 188 -132
866 673 -966
633 120 -79
267 504 -30
828 473 941
784 223 -106
85 507 -644
571 769 505
504 885 824
386 52 698
639 663 -677
12 607 -163
509 888 440
791 206 958
757 403 203
855 634 824
785 560 -386
569 374 159
173 911 -851
131 504 344
887 206 -228
659 386 211
714 477 450
103 227 98
351 279 -411
878 45 693
422 120 -323
101 856 413
596 285 -686
306 482 291
381 322 -406
342 78 311
369 334 918
681 893 -694
802 206 -310
869 306 -216
715 102 829
252 875 -400
545 902 -568
855 171 -84
432 369 -897
272 331 -452
31 596 833
594 155 198
658 73 953
523 46 176
708 258 911
832 610 -200
222 647 -977
777 529 -67
901 717 110
513 50 886
118 579 -588
158 50 332
473 13 -436
392 747 -382
580 586 974
594 7 748
38 837 21
257 770 565
216 690 -170
648 33 -575
449 596 918
485 841 -497
587 285 779
650 507 -30
652 757 -595
667 252 357
879 903 779
662 640 -684
383 180 -373
78 356 903
82 570 836
824 295 673
690 541 375
97 614 -835
554 469 -227
352 346 -406
810 129 191
21 787 499
644 214 -906
832 638 457
816 392 598
396 339 -842
387 522 -153
61 490 944
711 908 507
49 8 -670
872 843 157
368 129 70
223 297 -969
68 448 -526
820 405 -438
340 602 844
82 23 697
150 44 26
199 551 751
514 462 -974
451 180 -320
4 472 -903
866 377 863
889 26 -419
182 535 -192
51 445 657
873 716 -571
295 412 326
655 901 -894
498 312 -146
428 610 -220
412 444 744
653 906 801
360 386 -103
731 32 -767
772 201 316
322 152 -976
826 52 648
590 295 235
902 915 654
712 732 160
715 724 846
121 431 306
495 844 56
206 168 252
113 603 -932
440 880 52
44 359 -372
252 237 466
594 634 -637
911 648 336
283 665 -91
684 215 -244
522 305 -891
361 798 18
275 258 339
368 330 43
626 860 362
350 849 -208
236 425 227
182 563 -522
62 676 -125
450 22 907
389 429 -874
79 910 -372
649 707 -454
696 873 345
630 691 796
335 174 -527
519 548 86
410 340 575
688 619 416
695 20 -3
331 306 601
267 654 -836
698 363 -790
284 349 950
399 627 158
337 128 -303
492 123 36
562 160 708
686 306 -719
870 694 -450
451 752 369
598 406 426
911 239 -671
777 385 7
866 57 255
236 453 -753
180 610 203
421 637 661
398 67 -205
783 105 161
606 58 -440
181 913 -205
344 231 -362
373 855 644
175 413 245
672 33 465
114 800 -870
829 608 -414
307 315 131
140 636 -383
644 732 984
161 693 -969
177 278 513
913 878 -195
736 491 718
285 830 250
430 324 61
353 164 275
900 740 -101
294 196 -701
378 574 -829
756 802 649
713 844 651
150 220 -1
815 644 749
529 291 -782
842 697 -708
369 616 -389
865 242 388
436 76 -15
24 34 601
770 805 158
38 870 848
560 75 555
61 624 78
53 363 -322
605 306 -23
151 457 -729
565 254 419
426 507 702
154 728 143
757 225 645
457 755 812
820 625 346
138 156 21
853 613 -248
720 247 164
641 46 457
541 758 543
347 248 -708
843 483 186
757 749 -589
713 310 -84
640 908 -826
782 657 -608
424 296 247
778 294 220
147 545 -907
182 660 997
518 127 -149
651 156 271
509 906 -378
415 410 670
559 760 98
267 888 -779
910 460 846
621 561 156
657 487 -753
890 143 -162
253 152 -83
577 815 138
12 395 -522
286 718 21
556 253 739
523 459 -371
616 287 -265
269 668 -713
450 761 716
91 247 -843
432 139 -512
562 219 627
166 559 657
87 208 -369
706 893 -954
518 647 915
249 51 -485
735 907 -993
699 823 -156
166 390 343
71 717 657
127 415 -603
557 704 -3
688 788 -486
299 465 751
587 144 279
878 103 371
28 112 -834
434 26 514
125 797 -905
86 78 990
33 111 -391
117 273 -251
861 892 -283
536 190 -729
664 531 -161
272 106 404
498 358 -827
256 812 -342
296 531 -734
654 864 480
725 354 176
301 683 859
265 714 -441
897 388 -989
802 819
214 115 600
253 595 967
683 305 -364
539 622 876
203 475 -391
434 617 340
281 172 -695
462 259 -363
533 784 30
343 426 528
731 628 -172
740 305 737
277 350 -950
505 32 -363
747 633 -79
47 248 810
584 147 186
448 340 911
501 290 399
46 23 237
157 23 -695
784 444 -138
221 153 -295
245 480 935
100 178 785
399 566 227
70 406 -364
692 89 106
113 723 283
444 507 5
65 792 399
452 174 525
32 573 969
198 117 98
545 372 -483
206 224 -399
217 380 -415
748 437 -194
755 526 -398
690 791 -631
178 304 -277
568 57 -404
605 232 -991
69 95 -647
470 339 270
393 467 -449
726 409 517
417 5 -53
163 19 167
523 787 514
534 136 -266
414 159 -359
203 18 -986
450 562 -22
462 142 -922
581 136 -580
443 582 107
633 103 80
559 732 722
532 265 -178
85 662 826
295 161 197
297 93 -424
358 557 -884
71 419 -533
799 569 486
508 192 537
245 591 -281
18 281 -52
443 587 -153
517 46 -512
252 459 -695
212 657 530
523 653 525
151 273 919
57 520 -101
577 776 534
305 261 -90
222 301 -290
285 365 644
350 4 457
208 281 -71
166 795 -99
528 619 427
298 342 481
53 543 130
403 418 -415
193 395 900
84 359 948
643 53 552
232 416 -192
682 459 627
349 210 634
63 39 769
77 427 724
656 194 -139
380 314 196
148 477 -318
42 376 60
231 104 -501
77 658 -674
325 465 -633
430 583 362
519 68 477
543 748 -828
308 275 -249
294 495 82
603 346 742
357 174 890
541 706 714
402 435 -149
346 366 825
176 113 311
86 677 312
667 659 -222
625 277 589
84 354 267
149 16 -905
230 218 592
349 89 424
18 146 -257
598 69 222
91 610 653
749 724 -418
768 530 -518
57 746 50
554 58 69
79 329 921
312 348 -692
126 160 -769
696 101 -136
303 240 510
263 540 -698
213 280 -637
405 180 998
93 556 507
194 467 493
322 267 -219
262 506 -347
561 117 -917
791 207 89
172 31 -551
792 120 670
776 723 332
760 374 -389
604 89 -78
706 41 306
736 163 -504
406 241 796
328 533 314
447 264 781
301 561 -393
125 95 -1
796 239 -977
106 433 -478
494 257 -139
554 336 480
337 216 369
666 407 -250
566 793 -374
631 730 -432
86 701 -259
247 775 -263
39 766 867
780 316 -927
190 405 792
699 101 355
153 403 -62
283 41 -860
645 793 45
687 387 -85
655 460 -812
720 67 115
363 776 -751
185 110 927
110 449 -883
792 661 242
188 217 -407
302 400 -692
711 82 453
766 410 382
238 598 711
412 351 -229
143 120 -467
385 42 -129
736 510 -707
482 9 674
589 792 -449
8 68 289
107 560 -703
230 585 18
60 347 883
702 683 768
560 13 571
380 193 -278
174 12 -592
534 444 478
480 419 -486
57 392 -225
121 391 864
735 583 -917
304 75 -477
368 179 -382
328 208 -686
455 787 521
101 468 -811
770 341 -76
133 510 36
65 408 659
172 156 331
97 713 -438
356 215 160
748 325 808
527 565 465
346 631 357
678 263 -186
269 562 -30
280 623 966
537 705 -265
484 584 755
420 191 758
254 632 -129
105 540 406
541 171 -713
492 744 49
25 739 303
576 188 557
421 201 152
715 566 -289
470 364 520
253 367 4
714 490 59
154 368 -6
323 265 857
610 411 -153
554 460 414
2 594 -264
178 386 -444
445 784 69
474 585 -308
644 444 571
265 227 997
501 673 504
659 413 -593
105 166 -746
266 400 834
77 746 -585
418 170 306
265 170 885
561 762 914
745 141 829
123 554 -715
289 759 -43
158 591 784
225 650 -269
618 747 -518
685 112 -558
646 225 796
390 124 261
241 369 -899
74 456 415
759 436 456
667 499 877
539 83 550
505 695 475
81 232 -439
705 659 736
616 754 189
631 322 -170
703 407 -900
30 714 387
528 783 -280
688 547 249
750 628 -657
546 282 -613
105 199 -120
604 768 541
198 205 415
131 202 -550
732 662 435
501 616 897
534 87 538
37 169 383
167 524 585
255 183 -495
410 524 -340
631 9 749
192 650 -611
406 678 472
86 424 -71
688 229 731
765 384 -421
600 287 114
441 434 881
28 545 381
189 610 132
694 673 732
281 79 796
144 409 750
711 408 664
353 277 -361
132 479 -181
165 164 298
207 234 525
265 428 586
716 312 538
501 608 -264
114 233 -381
688 514 -528
304 225 -185
731 49 1
349 478 -867
309 308 -714
482 336 970
327 612 -458
619 707 837
282 287 -263
364 795 862
661 301 267
203 517 -501
203 621 -799
408 330 -36
689 516 566
605 798 -593
394 584 811
787 549 -626
615 448 -311
412 252 824
164 693 233
181 771 -542
1 645 788
447 507 344
447 762 898
207 111 650
731 359 -649
54 132 -59
518 489 -7
402 331 273
3 589 713
130 24 482
175 643 -501
584 22 -199
376 667 198
491 5 17
128 298 -265
341 120 -989
8 399 -182
403 481 436
271 432 -979
755 743 -19
658 325 687
231 569 207
320 210 -744
334 611 -6
126 520 -623
760 84 869
703 446 -473
567 455 -371
699 458 -327
43 534 860
757 773 -214
654 703 -117
531 732 338
443 371 -840
88 517 380
673 128 -824
663 664 260
80 73 718
744 272 482
451 338 563
509 398 292
134 346 548
242 249 72
148 506 -191
94 161 -433
756 214 -827
191 485 -700
744 646 -489
111 16 -988
436 619 -215
504 140 -843
16 456 553
216 730 -870
73 139 134
482 337 -347
750 283 -626
85 365 -866
474 316 659
561 505 694
114 111 -178
351 73 558
115 770 403
649 176 477
726 151 -328
541 75 17
730 657 951
250 336 181
26 239 84
7 382 36
452 524 643
555 445 1000
709 721 199
649 254 -792
362 581 899
330 9 776
31 323 -836
676 325 -674
258 229 550
341 347 282
513 79 702
95 737 317
755 58 594
658 105 -416
674 524 -59
404 761 -857
494 301 -132
701 366 735
698 707 -731
393 221 264
656 707 -848
563 669 756
8 380 -490
426 475 39
490 547 278
713 15 -702
447 319 883
639 116 -577
781 535 170
174 186 -539
310 87 -804
248 644 870
775 428 -93
425 616 686
39 667 -185
133 5 -575
650 425 -903
67 566 746
291 662 -99
326 677 670
607 629 -664
682 419 -952
109 240 -227
687 601 861
695 342 743
105 509 -7
166 348 -402
39 240 174
663 589 -26
688 328 995
788 573 377
738 73 508
337 192 428
113 326 -644
712 475 733
341 38 485
771 678 -662
684 252 -404
335 457 -159
577 370 -489
365 650 137
153 640 -219
638 319 832
113 40 -452
83 723 -441
220 156 -136
74 221 691
170 429 324
208 306 -987
9 146 -991
593 60 537
658 435 812
431 391 -394
58 513 72
779 459 -230
422 449 184
739 405 378
537 317 642
136 456 -63
11 278 -135
785 730 -626
682 523 665
243 577 940
285 220 -269
3 314 321
216 46 715
699 662 907
7 458 762
27 725 152
724 452 -879
403 281 479
27 755 -730
384 408 75
200 44 96
436 372 -995
118 767 679
41 168 -868
267 163 -787
102 621 -227
760 706 625
341 433 -917
301 319 138
406 313 -546
118 58 908
219 378 -761
172 762 -531
412 401 451
42 640 120
176 521 180
651 313 -640
348 31 -562
288 422 -825
127 164 840
176 580 751
309 71 628
709 452 725
173 135 -887
728 12 798
591 607 632
765 294 978
300 47 -349
117 625 174
244 273 527
547 626 94
502 327 24
316 402 484
33 344 2
125 74 -272
58 462 -885
373 426 68
431 323 730
365 155 110
351 297 -197
252 403 -702
476 690 737
173 148 747
368 461 370
49 429 -632
412 348 260
637 479 813
243 419 216
289 736 -806
337 731 106
115 500 536
790 513 459
161 418 256
780 205 -314
607 796 -760
149 161 633
790 653 954
742 427 579
274 318 -587
335 320 133
184 238 -555
273 384 839
315 525 279
531 171 -429
356 797 271
316 255 -559
109 502 -841
663 388 126
382 658 708
441 90 -54
688 607 -241
327 224 434
337 443 -157
567 25 15
102 290 772
507 165 -502
290 522 -564
400 677 -390
173 127 75
768 682 -687
647 732 -441
756 533 -953
58 365 -37
623 402 -613
579 522 -514
600 758 -818
622 302 441
612 742 49
732 71 -885
144 235 394
659 480 -797
636 421 277
262 79 -130
622 337 258
715 620 650
158 727 912
462 209 -994
647 256 -289
388 514 -517
785 63 -598
596 790 113
449 310 963
206 168 -267
742 506 -157
260 451 -283
495 683 -505
39 265 -142
296 712 113
553 9 775
696 606 391
405 140 -197
749 429 -628
268 388 954
781 411 -345
264 505 -45
377 450 681
596 752 68
343 664 -550
82 699 -767
431 615 317
128 269 -30
465 703 -802
640 361 116
240 539 159
556 677 -824
571 224 -529
320 546 -105
37 520 -246
197 263 513
758 46 170
374 132 397
739 520 871
362 308 783
495 309 -586
766 641 253
26 278 -343
85 66 -844
116 640 -425
661 751 -89
410 610 403
534 154 497
676 72 -584
730 261 -68
39 672 -57
639 746 -809
550 212 589
636 97 -343
164 417 -632
570 621 931
37 682 250
621 779 -885
15 331 -7
559 432 918
109 552 53
44 5 -336
177 145 598
452 685 174
643 771 181
517 431 -404
190 685 -9
459 200 -898
671 19 -433
76 463 -982
25 366 -111
390 770 67
736 175 -275
170 196 595
494 51 -375
139 334 -922
391 664 -280
681 755 412
526 476 -985
246 138 388
116 448 341
696 717 -713
658 359 143
755 279 761
405 352 -422
140 631 -39
362 108 280
307 2 -518
277 256 -55
91 269 -585
215 330 726
86 234 970
777 384 -356
778 207 541
417 607 -508
749 76 289
456 408 -609
449 640 311
718 412 -631
345 243 159
695 427 -33
248 138 795
600 21 -438
720 268 -205
283 236 275
711 544 -38
309 751 219
14 70 937
1 756 959
258 768 469
584 412 548
747 740 759
454 478 83
242 359 703
606 293 -861
755 659 0
762 79 -673
400 215 -324
419 129 751
719 64 -246
79 520 38
248 589 666
251 164 -110
151 524 13
56 620 -325
421 530 -166
188 673 22
470 654 -750
616 37 -68
271 620 -314
376 166 -967
717 668 -678
112 385 151
728 218 -135
592 558 -105
794 459 -196
463 333 -640
717 287 -714
746 400 -538
700 327 964
416 419 -670
551 730 889
178 232 881
164 521 -825
16 601 802
394 375 671
275 333 952
17 135 173
635 455 350
374 638 376
478 49 384
770 70 247
168 784 344
430 539 13
142 370 149
665 788 -728
315 226 -846
404 380 -468
781 238 844
346 149 83
11 725 -205
745 641 -597
86 364 571
277 135 -854
235 3 776
450 125 877
351 416 -990
707 748 -889
119 313 186
42 433 561
580 396 -270
709 446 -485
718 682 759
75 37 -606
152 613 180
277 616 -581
235 257 -613
146 636 859
184 727 -695
88 237 -168
548 83 -465
430 682 39
508 184 -909
17 292 -534
756 302 -894
754 540 -520
173 46 256
418 748 262
366 397 980
545 274 -874
320 766 970
384 471 -516
544 258 -362
400 318 832
783 415 511
769 568 -636
285 772 638
39 708 -415
156 374 73
446 381 624
318 8 -843
309 627 176
540 184 777
254 483 897
393 45 838
656 143 -846
97 256 -931
177 641 119
358 387 989
794 69 579
566 523 -126
730 194 -109
784 458 431
125 389 477
158 369 467
225 317 541
47 562 137
497 685 -925
623 64 -672
397 529 -509
509 45 -312
742 297 -187
303 279 -851
411 159 902
35 757 -382
390 194 -913
598 87 -77
85 247 -225
640 743 -230
748 23 -95
277 575 -107
586 750 302
624 427 44
705 674 -41
904 951
194 695 -392
28 897 835
308 607 -513
696 668 -312
84 53 346
791 24 844
220 689 887
706 657 249
711 661 -981
722 210 -984
127 405 571
185 166 -223
202 199 -615
526 530 -400
485 139 341
692 52 915
757 34 -1000
460 711 866
155 42 -545
749 233 801
388 765 -886
432 345 249
521 311 -909
805 513 146
713 747 521
707 66 22
275 832 -271
367 220 48
585 238 871
742 614 406
883 596 710
772 530 -617
158 150 -570
666 18 -977
278 483 -549
329 824 882
644 233 -998
4 595 -110
98 477 -967
182 154 -234
161 221 -731
490 894 -864
452 596 110
475 564 -620
449 112 311
146 316 -838
84 764 -42
66 380 329
336 453 403
514 117 892
821 58 -568
794 36 -29
170 887 953
379 790 -146
536 287 537
634 617 -22
307 452 853
280 487 -850
855 582 -797
490 866 -36
513 128 896
528 295 957
864 365 784
288 684 26
642 441 40
389 268 -945
250 105 194
584 259 136
474 274 -232
548 253 716
513 567 -992
850 814 133
863 300 -629
37 530 -443
99 124 743
694 662 113
841 128 -664
622 671 180
140 65 -129
746 504 -28
14 702 225
683 196 -576
603 780 301
155 328 522
564 438 848
902 424 -663
257 635 -855
840 809 -250
495 320 -492
361 490 -467
59 249 -285
525 227 -840
433 162 -377
860 95 -636
521 777 -367
323 486 -234
21 631 865
732 217 220
641 747 -753
353 831 135
250 258 -536
584 10 -482
39 386 -437
541 828 483
623 612 575
262 223 -618
114 782 454
638 679 -162
506 702 182
405 899 -960
32 756 -837
69 646 -403
641 255 -943
603 635 869
415 854 577
795 298 -680
528 836 -118
871 592 -764
865 181 674
253 277 408
35 788 31
271 559 955
200 780 635
243 193 8
385 768 260
604 460 -477
673 708 -547
495 590 -576
558 204 364
764 789 491
118 195 -907
272 258 141
94 848 -20
702 807 -292
466 35 711
403 45 -506
844 801 632
456 133 806
627 665 439
518 59 444
241 278 -758
418 364 -57
36 509 -716
380 273 -158
520 435 -429
159 608 965
600 431 902
431 236 -61
574 389 -78
572 870 -238
567 521 -495
892 142 -573
477 76 -299
769 631 793
103 193 158
686 280 -717
567 350 761
626 298 -691
22 768 680
78 257 536
693 55 -98
70 137 26
253 759 -767
891 640 -6
607 325 -973
844 521 -665
419 60 -563
441 75 767
515 300 858
283 229 -503
590 794 751
8 773 915
52 348 -791
69 435 -534
636 484 989
841 638 743
578 113 -792
869 877 529
221 376 729
588 207 73
167 368 -258
861 107 746
816 495 -330
642 818 -674
900 161 -760
900 308 -199
798 259 10
331 850 -34
322 628 201
556 710 -870
657 286 -34
879 873 21
167 183 -241
24 419 -904
419 311 -941
15 819 248
571 434 239
391 734 336
861 511 198
836 459 -279
138 538 -297
808 474 -704
587 710 -844
386 288 -564
292 503 250
550 36 338
147 525 534
584 459 686
332 868 -644
665 542 -325
32 73 -495
5 308 957
149 3 -975
197 96 -694
566 299 -295
629 309 816
67 207 -695
212 740 690
383 430 952
303 423 945
766 559 824
419 219 -731
327 219 -192
389 261 628
556 902 113
756 612 -412
428 190 -20
792 785 436
893 327 988
117 557 64
381 25 546
70 217 990
627 148 -825
344 208 -27
526 759 -869
462 260 860
410 258 467
891 589 -547
721 679 24
266 877 -160
337 488 429
765 182 -434
588 380 -805
104 486 -964
642 242 763
781 225 -767
551 758 256
174 61 426
155 573 -776
201 503 449
727 882 -324
794 236 -219
660 366 906
704 12 -199
810 145 983
266 60 161
12 670 318
329 586 -598
433 828 335
529 180 -594
385 577 -418
735 53 -813
630 24 237
775 554 229
127 632 -634
530 631 378
897 867 -238
784 354 789
752 556 496
696 633 775
375 462 -566
898 59 -272
605 166 -237
358 427 -17
397 530 738
901 467 -225
740 889 870
84 145 -510
693 538 -344
295 363 543
375 819 352
151 851 190
586 648 -889
747 50 -862
55 45 512
160 767 288
813 394 460
510 863 -229
253 666 -367
334 208 749
764 345 -195
703 680 858
322 125 815
250 819 735
659 862 839
828 726 814
18 852 -777
11 171 -412
66 506 930
517 673 -259
743 489 456
530 469 -136
563 146 251
22 110 -204
864 811 7
355 302 191
718 620 -346
847 193 -703
59 532 -900
655 393 761
407 838 238
851 493 647
743 217 416
737 525 -417
514 806 -839
728 454 90
265 322 669
766 587 675
792 250 843
503 889 979
366 825 -587
350 22 -250
38 525 956
455 630 338
215 313 817
559 353 -647
434 21 602
207 73 -324
5 536 -755
121 545 144
817 17 929
819 417 -215
519 776 -239
667 689 613
257 295 -635
738 227 -567
884 465 -322
613 313 319
720 97 240
355 807 961
773 727 -460
404 647 72
297 47 -210
110 466 981
128 403 523
331 344 -243
537 774 -609
244 494 -811
148 289 343
240 400 -735
641 541 716
186 856 -339
666 97 -712
286 49 -786
364 452 -487
48 128 636
391 537 -843
233 888 174
449 415 858
282 507 -804
570 386 604
249 829 883
834 93 -361
100 359 -821
296 342 516
385 499 -689
461 200 395
233 144 -522
734 872 242
189 531 -894
363 546 -999
744 754 -944
129 379 42
687 107 283
257 472 -394
599 562 -436
588 434 130
634 264 739
854 354 898
600 576 588
683 209 -531
723 744 619
778 95 629
748 713 512
66 214 53
184 487 -449
628 682 -982
403 684 -768
108 207 -993
177 763 922
498 811 -948
472 845 -705
273 475 -798
419 436 -465
526 483 -482
723 416 721
781 528 230
217 171 -776
75 770 734
727 874 29
42 556 -437
487 238 -969
601 160 -463
556 624 -319
589 355 -556
855 207 -223
431 695 -603
283 186 -71
877 469 -533
91 875 276
612 806 -225
438 544 -798
819 768 534
9 309 -512
188 201 -618
848 162 304
25 766 -996
546 215 900
484 866 6
352 521 705
573 818 516
72 107 -374
27 215 -68
427 548 -687
114 850 766
777 747 -713
452 220 -126
186 249 415
437 672 -930
418 672 -702
279 332 -58
70 556 -569
371 871 -424
414 374 -127
583 551 736
866 554 -899
333 750 284
754 196 986
361 540 191
123 326 760
358 854 579
107 183 -913
669 96 487
335 449 225
666 817 -362
346 801 -591
31 304 -104
385 494 636
509 222 54
844 774 420
755 416 843
19 725 -143
436 469 201
300 79 -464
707 859 988
567 701 878
361 580 668
397 437 33
272 310 -517
77 813 -875
740 582 138
344 884 -220
263 870 276
501 656 26
674 329 826
798 61 815
219 490 -956
764 495 95
191 646 688
611 610 738
124 281 -470
471 127 -910
207 543 3
241 654 838
292 793 -571
655 613 95
282 542 -572
681 722 606
12 66 -677
532 182 -415
430 105 -863
423 628 874
56 881 858
290 469 -643
314 904 -845
541 753 241
723 608 -870
286 716 181
641 130 -841
87 813 -865
794 553 -387
656 308 714
265 382 -29
758 885 -342
114 62 742
110 804 533
809 572 329
236 232 -42
76 118 933
459 434 708
540 794 291
455 491 -879
193 710 -265
18 221 594
407 480 421
614 92 -667
337 377 -113
469 296 203
896 174 -586
528 286 -881
403 287 43
38 416 -351
406 6 -586
904 809 -6
540 503 234
498 240 -22
433 230 546
760 307 182
417 65 234
785 258 898
893 787 -251
894 407 9
762 47 -468
381 650 877
486 178 357
437 86 -834
891 532 480
720 133 -102
467 546 164
631 270 457
78 167 742
77 508 997
473 789 246
477 837 -392
295 359 727
510 636 -698
886 754 410
665 205 520
523 890 880
397 444 875
167 714 -845
367 613 -807
458 566 418
243 660 256
277 669 851
874 9 910
870 420 328
138 20 -339
238 650 -177
626 413 980
469 549 325
814 731 675
836 343 880
793 722 702
517 259 -289
503 542 142
821 342 771
780 128 -451
80 369 -907
234 90 96
847 14 456
701 549 144
790 349 646
300 713 778
61 37 -20
12 445 204
79 69 660
712 63 579
818 291 -345
888 641 -631
523 875 334
215 555 939
73 382 457
576 584 -660
112 361 -838
753 807 675
46 44 -679
437 657 87
746 387 -252
42 362 814
538 632 -116
164 749 181
660 468 43
785 678 -210
831 612 168
58 73 34
677 279 -138
776 255 -508
282 689 782
425 618 229
66 344 801
624 235 -679
21 623 -617
770 60 -764
638 496 -222
772 580 -761
344 40 977
527 582 -729
45 68 -24
175 384 -442
872 554 -457
389 5 -666
396 863 236
20 658 -599
490 151 115
13 22 -656
725 376 -669
402 522 -360
500 784 249
588 439 333
479 103 -209
482 664 -160
371 770 -31
624 412 665
669 895 -94
700 629 202
168 887 175
361 212 390
869 731 548
230 483 564
699 70 694
109 176 573
223 36 -6
27 636 919
419 781 -186
73 12 -877
757 576 -292
102 754 266
630 896 229
355 322 -989
86 773 -954
477 338 -175
730 398 526
374 643 735
363 119 -760
203 751 634
516 643 637
510 736 902
382 166 272
862 89 -37
578 477 -550
20 803 -355
761 48 255
896 129 -109
512 312 -817
487 210 879
630 123 991
523 509 -349
864 429 15
697 29 863
422 317 -257
32 483 -899
520 545 398
777 608 -249
686 94 737
727 365 622
77 226 960
35 404 50
782 626 578
339 596 -751
744 565 70
345 20 -616
143 620 436
177 415 191
439 726 -848
800 515 121
508 431 -316
94 87 -144
647 586 61
324 27 -700
194 548 153
401 804 210
863 735 -566
777 255 497
748 690 -398
461 674 -214
340 425 929
84 588 370
52 472 -407
98 62 870
811 225 818
860 158 -851
58 159 -674
447 514 -853
403 903 -623
188 71 -408
466 773 -3
509 132 -773
92 569 762
524 22 -636
723 333 -167
819 735 -406
790 472 -620
195 13 968
418 317 394
501 230 669
447 410 -979
757 876 371
82 247 771
227 856 -501
51 11 435
384 733 -123
473 208 822
453 410 23
54 520 -845
568 204 -889
647 104 -2
655 121 -616
822 484 -819
309 897 654
74 385 838
472 39 -447
784 310 953
614 493 410
849 252 485
154 751 -622
899 236 682
460 127 -601
623 615 83
785 633 -280
470 308 874
166 364 688
580 666 -734
527 644 -762
825 261 -520
624 385 -45
894 402 -995
843 111 -142
423 389 -606
641 878 8
880 386 -424
478 122 -938
645 894 -745
52 718 -609
642 247 981
659 788 400
181 839 324
853 173 -23
895 21 -477
829 113 852
735 495 -493
133 163 363
74 266 -954
569 225 -605
733 220 963
224 468 -764
340 754 369
765 731 634
368 648 728
186 71 293
264 459 13
269 510 810
104 795 -788
423 715 -648
514 197 160
836 816 787
171 373 254
59 590 -338
60 903 604
517 742 -219
45 166 -790
91 805 -935
727 39 -471
36 635 992
703 640 721
460 443 -230
738 145 70
431 399 138
705 807 -147
131 372 -592
799 200 158
871 773 -183
555 268 160
454 473 -506
114 533 913
257 250 -190
661 693 -751
212 219 -876
683 494 -269
437 224 533
669 366 129
887 478 413
313 675 -231
213 417 -232
48 661 -434
840 533 -76
612 652 -535
425 95 414
68 892 -35
878 137 -286
734 685 -376
654 333 -413
890 314 863
900 540 -658
643 164 180
717 11 -817
99 559 -964
696 814 -427
485 346 -369
325 769 -543
717 741 -896
359 90 -426
167 419 803
352 756 -274
254 319 -945
366 449 -877
821 40 549
687 755 -195
42 535 642
627 192 -169
639 131 -215
331 729 131
105 232 323
621 426 149
528 651 -364
481 698 -389
884 449 742
133 334 806
106 529 -525
814 232 325
398 289 -99
713 553 -684
860 689 152
836 300 322
845 511 342
329 232 -678
22 579 -673
729 248 -289
726 170 195
665 578 -823
208 417 185
803 260 -407
661 726 -92
744 658 604
118 647 -331
337 881 190
890 287 -730
643 304 172
338 90 -622
210 258 950
125 329 833
708 649 124
804 485 -313
230 508 736
132 48 511
387 892 -289
288 634 -741
271 377 723
130 58 -43
152 320 340
68 609 -682
175 499 232
91 2 -705
473 350 624
187 121 638
840 168 -595
573 785 -797
696 347 -863
805 270 -22
735 55 623
225 240 -257
312 219 304
474 456 44
807 120 -345
