17
977 1600
34 776 252
808 827 222
754 300 88
33 566 608
778 234 79
336 843 254
423 784 54
318 78 531
414 484 995
649 552 162
327 821 659
468 681 974
129 887 802
418 582 402
178 666 384
496 437 385
682 602 149
132 500 331
7 552 982
848 196 197
694 456 883
512 353 6
729 241 297
244 716 613
425 342 967
880 626 257
641 203 867
345 392 569
644 460 687
424 828 132
253 869 569
779 183 234
742 863 672
161 779 549
676 136 675
201 278 952
183 570 719
869 338 660
612 272 983
520 731 565
818 620 935
16 814 145
690 108 781
152 107 729
143 439 368
689 766 569
242 868 690
155 76 239
611 120 950
233 82 602
538 579 810
168 332 541
46 428 161
798 558 920
838 796 607
853 61 785
101 592 313
544 849 576
789 486 269
834 428 291
814 217 580
23 738 749
424 529 584
521 322 738
790 120 49
56 536 615
375 38 316
843 607 869
214 25 828
450 352 871
362 144 445
413 481 176
303 402 413
448 535 334
524 617 860
68 624 664
251 417 451
662 297 643
410 511 840
727 24 760
340 303 463
593 170 745
294 273 173
464 762 383
636 807 319
749 813 882
417 704 149
247 549 589
767 219 526
690 218 28
771 501 881
354 309 333
42 535 409
597 67 275
648 857 396
730 145 309
255 612 934
558 602 883
410 72 868
801 416 650
342 553 885
311 410 115
5 687 47
187 871 779
799 640 982
258 312 587
828 359 479
173 20 73
637 259 733
804 709 12
31 303 48
508 16 689
557 804 859
53 713 53
273 212 897
408 818 421
304 219 215
129 403 724
793 18 769
722 645 37
509 549 863
526 591 628
632 210 792
478 167 794
717 334 668
523 460 680
883 220 229
447 593 791
197 743 3
492 412 484
779 278 581
189 23 107
822 44 495
821 454 262
6 585 303
828 538 850
778 465 857
101 549 201
493 382 628
609 869 148
743 660 591
841 311 223
681 875 932
598 840 629
755 317 476
3 471 667
760 743 156
531 513 942
541 258 30
526 327 653
884 814 154
194 737 556
507 759 789
868 845 487
678 299 669
779 473 799
412 218 863
483 882 489
372 143 616
174 55 333
674 822 219
456 83 541
788 214 522
713 301 906
397 101 810
338 534 335
560 554 636
699 10 934
683 264 752
725 545 921
728 73 105
510 12 608
792 727 18
642 150 859
410 363 765
729 491 647
96 616 972
250 111 213
287 216 875
751 738 832
41 617 743
241 795 522
18 681 912
557 596 87
553 635 823
16 557 467
712 185 523
478 447 477
108 376 540
292 171 859
26 882 544
362 682 494
584 848 659
38 327 806
703 676 619
123 139 485
860 460 1000
856 480 410
107 240 827
576 516 182
155 150 860
529 744 99
444 403 150
686 725 471
808 329 556
441 309 741
708 248 821
778 551 10
696 216 646
685 837 556
7 47 963
107 183 610
534 307 659
750 742 751
336 9 541
745 246 334
403 569 612
219 280 768
444 376 727
170 356 387
641 521 335
702 475 781
13 494 346
227 613 976
576 375 24
176 235 339
742 198 171
690 396 594
623 115 591
112 727 625
195 570 60
191 46 488
591 814 189
314 76 396
65 234 65
718 678 859
607 63 838
31 373 275
325 337 685
536 444 831
576 226 469
90 566 347
384 604 561
556 733 423
355 502 389
274 720 791
573 176 374
661 635 832
106 32 823
540 49 947
182 319 178
5 346 156
605 733 143
395 749 784
605 538 441
856 736 225
809 729 252
293 808 356
785 789 837
863 6 553
25 126 348
131 570 789
498 33 124
611 279 540
621 731 534
117 123 705
493 753 160
455 132 458
549 621 350
515 113 554
337 830 405
582 459 669
31 193 142
354 116 213
507 268 62
797 664 616
886 292 214
214 90 829
748 429 48
845 871 576
779 312 742
567 324 963
592 107 112
194 204 357
368 431 484
273 344 610
251 871 954
304 217 805
476 290 898
134 505 484
40 743 514
373 881 652
71 567 665
126 525 729
766 110 334
771 135 778
719 302 861
422 725 178
597 175 755
440 769 235
660 598 232
283 193 875
337 232 508
827 790 79
283 530 453
568 807 870
713 130 168
373 217 762
611 860 914
581 566 954
446 317 561
806 678 205
311 32 496
640 363 241
512 343 237
419 495 397
333 420 942
800 90 250
491 828 902
434 482 480
614 547 586
874 789 359
801 380 494
508 655 33
468 160 133
262 682 447
96 149 483
99 238 83
69 703 549
212 749 856
655 860 906
602 205 812
677 723 890
430 203 54
507 33 178
154 423 403
304 513 127
68 504 167
876 723 918
732 715 343
355 593 887
600 419 29
844 280 472
143 784 433
738 529 255
708 401 747
692 817 566
795 867 5
205 100 736
354 684 951
617 883 688
24 63 3
167 391 926
140 439 873
176 1 944
344 503 64
66 587 873
365 312 550
872 2 991
275 213 639
539 689 457
385 38 98
631 103 161
604 100 863
613 694 290
700 606 573
384 188 706
379 768 240
309 46 973
82 56 601
356 882 886
252 695 219
52 65 729
583 346 978
475 70 440
489 70 100
505 289 692
399 102 74
409 847 777
341 370 425
543 120 629
775 327 775
525 790 799
435 462 349
644 571 776
529 476 973
39 19 984
481 384 793
611 159 834
14 613 77
673 255 77
236 262 902
36 330 240
183 475 785
480 390 199
643 220 334
662 647 988
784 679 22
232 273 516
451 378 728
319 739 705
732 84 487
719 582 186
670 165 832
255 789 584
280 771 990
205 370 372
319 570 26
701 427 147
12 683 369
670 405 272
848 77 281
656 70 271
19 300 770
299 764 380
47 65 780
32 93 877
83 730 655
688 101 582
625 681 462
138 683 746
805 611 790
859 296 574
288 708 186
440 285 355
650 109 76
260 696 646
456 759 47
609 833 583
90 645 881
664 711 384
477 121 133
697 377 475
878 402 113
854 468 355
51 179 3
413 169 247
879 232 354
32 547 690
650 78 113
583 560 981
866 479 394
304 738 217
866 873 556
479 558 87
257 290 817
255 312 555
347 817 332
238 201 28
205 434 379
11 802 736
134 765 290
859 312 678
425 274 519
816 374 82
46 811 623
50 489 607
614 739 459
488 497 865
197 472 310
438 550 612
46 744 747
14 545 210
28 288 364
173 371 725
619 420 560
565 79 86
521 170 263
521 402 566
321 369 84
667 460 320
207 150 416
636 392 966
17 78 77
195 340 945
171 30 497
262 146 373
477 482 613
816 612 871
353 49 874
212 216 29
883 71 778
477 51 317
760 92 78
517 438 90
407 727 838
80 335 639
178 368 250
233 886 584
598 160 751
619 672 161
766 544 348
758 546 690
299 403 785
172 461 782
217 65 840
795 127 959
498 878 480
859 245 130
53 159 752
364 545 329
653 877 490
866 1745
20 64 714
531 594 796
843 128 57
197 630 867
120 348 516
648 10 157
148 563 886
664 577 526
666 544 164
556 618 666
814 566 170
235 461 564
126 865 67
367 283 853
391 61 446
34 49 806
395 755 6
811 451 164
624 57 835
456 84 953
491 792 651
154 215 697
404 436 353
424 863 946
205 274 803
97 59 268
90 48 847
857 20 158
173 388 513
613 727 867
338 494 504
336 480 91
576 481 146
709 258 879
286 148 186
755 681 877
289 527 341
106 393 88
628 35 781
203 326 604
171 770 722
594 90 497
24 221 853
826 38 947
34 420 611
610 756 45
113 546 198
792 518 178
845 92 94
791 403 695
823 626 147
385 495 922
492 202 37
335 723 522
220 671 548
191 569 738
755 167 445
574 795 199
577 601 517
247 470 985
33 257 927
859 741 262
222 42 851
506 624 265
364 234 500
229 137 611
828 99 312
416 702 347
513 855 808
371 689 367
793 219 309
453 462 811
516 603 292
371 462 111
224 147 263
402 544 260
853 187 600
355 76 835
542 340 274
387 141 285
654 711 985
657 517 809
110 480 298
140 407 52
425 556 4
146 102 211
83 335 118
782 298 366
450 604 977
442 358 3
851 526 502
726 770 996
591 621 541
523 311 704
794 600 714
217 154 893
632 184 501
447 507 307
350 592 546
25 202 697
179 356 991
6 773 841
712 193 702
320 289 941
315 311 257
496 415 717
659 146 391
237 60 682
470 563 451
759 680 493
169 259 58
280 577 875
730 193 111
765 423 647
656 87 960
585 48 410
121 122 549
821 470 969
284 142 358
516 747 111
574 104 797
513 239 344
859 222 196
371 685 706
5 387 430
159 834 48
551 616 750
484 139 975
837 749 817
434 117 341
6 539 882
830 505 783
323 679 105
344 826 871
508 441 695
139 373 560
224 832 917
203 271 763
234 274 432
65 26 406
827 590 704
40 114 742
236 780 497
170 585 587
152 162 325
278 371 888
81 596 153
736 247 16
865 711 334
506 843 845
253 239 34
416 647 460
365 39 674
153 683 57
350 712 66
651 390 876
367 56 604
92 130 387
327 22 805
97 418 714
45 853 508
619 315 635
97 88 835
371 710 116
707 142 830
262 204 393
450 858 768
697 809 132
741 201 653
775 148 879
177 822 882
655 88 774
276 407 269
793 483 127
866 527 764
659 777 744
720 664 889
291 379 765
75 388 204
823 360 976
99 649 703
645 759 608
662 531 202
580 312 383
197 830 899
277 100 558
108 791 425
132 670 407
455 502 775
37 65 263
294 795 518
241 378 926
80 623 224
329 570 140
639 822 162
777 524 251
811 76 319
592 486 794
520 611 188
230 35 893
544 774 350
65 48 450
82 247 207
375 817 609
819 849 583
630 207 704
321 678 315
633 160 972
391 441 447
342 840 864
564 452 802
72 75 598
338 142 450
70 552 38
48 149 585
119 819 178
694 406 559
581 301 731
447 275 859
704 756 818
674 808 362
820 789 881
306 146 142
652 152 686
450 641 533
7 379 460
74 386 164
414 756 591
14 279 981
662 91 200
616 292 400
241 575 585
14 119 661
512 555 628
364 156 32
158 596 979
493 173 572
260 420 993
18 511 329
504 490 718
248 375 666
58 809 512
754 292 687
698 395 33
364 727 462
245 665 705
506 851 263
677 323 249
258 222 82
90 804 472
130 638 684
660 233 58
408 684 102
51 383 697
525 701 836
521 493 993
520 648 707
770 648 622
381 660 632
502 313 661
92 656 321
744 556 324
596 319 279
647 417 652
613 191 795
668 170 195
254 195 186
828 91 486
524 297 221
227 420 342
648 399 992
273 385 506
50 564 359
251 81 933
140 162 157
416 750 857
512 207 158
724 328 167
554 521 655
825 27 634
760 297 154
133 582 323
468 776 31
197 50 251
723 667 285
692 568 96
481 687 337
438 471 793
835 306 840
135 92 673
622 828 626
467 469 487
608 33 483
830 565 769
387 522 395
341 748 835
27 280 401
122 777 257
253 21 461
19 655 454
225 48 665
545 235 201
825 10 941
243 716 45
579 362 98
8 41 619
840 583 815
786 736 625
680 665 894
631 680 384
440 717 638
377 8 121
190 853 748
291 152 782
356 371 269
836 66 951
169 600 307
80 864 986
555 194 929
519 758 563
200 729 48
813 651 526
729 657 360
282 495 690
806 803 203
227 218 658
644 29 469
606 154 512
64 17 226
47 347 799
20 26 18
705 234 422
41 775 244
515 589 78
401 273 196
836 426 632
656 341 529
210 831 537
312 597 682
436 337 613
27 492 883
651 553 937
65 189 914
194 309 260
611 26 774
554 459 120
566 755 285
846 248 438
716 566 527
131 365 153
685 672 601
321 245 523
239 609 963
343 538 174
376 217 353
190 211 315
337 185 815
100 35 691
700 153 232
400 723 832
577 357 76
819 859 684
502 365 590
179 240 294
649 687 713
798 633 576
476 779 158
316 640 134
565 834 378
849 308 77
771 312 114
514 373 788
810 88 385
353 248 500
142 287 65
448 662 959
803 181 538
755 384 753
824 667 530
609 545 167
833 20 813
471 501 605
206 222 189
423 712 799
721 854 267
567 254 30
842 547 134
486 782 979
158 251 671
151 744 325
265 568 882
333 189 263
696 399 30
587 850 756
244 563 675
673 404 324
241 171 542
854 8 33
221 555 156
563 279 223
848 325 510
242 277 378
706 529 345
516 548 469
821 443 877
596 745 983
389 467 134
631 544 817
643 390 477
107 471 166
264 622 847
262 83 262
280 746 134
753 461 702
192 275 3
590 491 521
277 621 865
28 860 16
358 80 657
660 238 333
92 710 672
128 445 474
349 520 794
235 417 239
521 804 879
339 28 904
383 610 620
276 330 867
172 50 493
542 280 410
430 490 589
499 548 316
356 454 414
687 139 651
864 197 235
130 767 348
573 591 457
244 210 465
575 403 862
232 347 899
766 466 767
57 479 500
578 619 322
237 642 983
634 719 746
204 292 717
223 513 460
856 77 585
134 276 198
457 153 592
673 628 974
554 325 625
54 311 849
495 41 299
166 559 634
27 286 761
801 287 106
251 382 753
314 47 861
220 5 772
537 122 635
714 12 995
252 188 263
351 858 677
137 593 40
257 624 436
210 398 155
775 182 51
603 103 10
704 531 815
79 460 292
497 317 795
829 176 737
604 799 630
696 144 14
839 642 942
151 700 417
761 323 443
129 319 1000
584 504 63
529 425 420
691 475 852
91 407 616
736 29 53
577 8 827
107 47 331
108 94 21
525 807 891
349 718 269
16 20 663
334 68 86
163 804 844
601 457 687
608 599 57
244 294 895
829 428 311
427 25 179
172 425 458
783 59 213
856 306 325
450 705 315
692 551 772
227 740 479
736 709 907
168 303 299
56 229 648
132 704 752
511 498 247
744 489 565
468 343 54
741 549 654
280 771 296
711 745 469
608 159 395
274 355 264
190 639 609
212 22 303
746 432 883
337 552 266
34 9 585
617 404 132
418 135 849
192 721 41
671 198 306
425 187 514
669 7 638
190 323 79
685 642 874
366 48 810
495 852 770
849 697 957
832 406 549
36 652 674
365 552 684
51 200 985
205 116 124
627 802 354
280 252 919
674 407 165
60 841 998
410 809 6
862 567 196
576 580 238
98 7 276
747 172 684
374 835 527
684 491 448
337 798 297
270 411 152
848 563 914
231 623 726
75 236 906
425 622 255
787 383 780
31 400 146
285 684 793
34 360 729
821 272 357
207 464 489
623 612 684
283 471 53
324 621 426
756 43 189
464 568 757
587 670 777
376 483 585
402 321 540
800 648 783
274 83 975
28 464 520
289 826 763
689 362 201
377 344 315
839 624 143
807 5 842
307 818 130
738 744 745
830 771 130
805 212 770
81 486 157
655 574 181
257 62 898
40 647 11
179 199 90
831 771 653
174 343 38
501 740 972
454 798 526
117 311 630
429 737 877
715 485 530
688 722 903
681 458 448
617 728 261
245 317 932
346 505 220
324 27 298
675 674 265
696 701 811
79 606 583
133 80 145
312 457 118
599 157 679
788 470 135
306 857 646
39 312 75
702 263 4
551 91 880
427 711 81
120 549 479
305 698 768
154 482 927
820 850 755
352 102 879
440 266 696
751 419 552
74 639 115
283 168 394
638 483 584
552 636 525
613 640 925
242 389 4
441 274 476
790 716 194
356 6 537
392 20 110
537 47 435
259 473 179
288 553 761
524 634 934
100 363 495
390 225 312
365 216 328
249 529 930
213 801 170
98 237 319
197 603 927
720 703 459
222 443 239
310 734 424
224 391 330
324 34 198
228 156 595
750 696 73
664 447 388
659 658 365
847 786 243
267 272 882
829 387 755
133 171 379
386 747 925
35 306 690
800 276 78
808 715 581
333 296 65
528 243 896
676 183 922
360 266 77
203 80 93
533 113 89
178 613 505
7 762 444
806 363 175
402 761 464
94 692 785
695 788 447
367 706 732
262 555 820
177 760 569
291 852 251
214 266 49
738 374 430
668 23 650
450 670 515
97 851 308
154 488 891
776 856 924
23 625 754
354 526 639
55 136 198
347 322 134
587 629 916
319 721 6
157 186 405
653 647 463
666 40 422
610 458 474
386 104 681
548 425 57
78 81 206
846 570 515
336 699 96
788 544 531
151 467 904
486 614 375
404 380 1000
737 197 54
640 620 99
218 264 610
678 834 465
586 190 83
277 374 366
667 717 911
555 829 637
603 268 652
166 495 111
66 32 699
845 580 77
791 573 252
696 322 384
508 798 425
230 576 634
28 143 164
503 244 442
796 780 175
273 671 260
474 403 919
515 722 844
805 16 797
531 229 209
566 391 92
14 81 871
25 101 19
686 390 295
661 673 850
605 521 942
238 621 446
542 802 593
692 512 402
793 393 897
86 527 169
712 795 814
411 421 496
544 286 551
792 14 68
853 107 458
397 670 861
425 646 247
565 28 82
595 611 919
610 688 344
780 343 951
235 726 394
302 864 915
245 380 539
378 106 940
286 169 271
292 5 184
131 354 909
63 570 931
457 458 704
360 543 759
122 65 485
50 509 760
797 19 749
17 685 548
465 389 632
42 378 318
698 476 153
266 453 558
533 59 806
510 213 36
556 83 923
654 345 214
419 673 277
249 646 151
487 832 335
718 320 487
780 173 740
754 345 653
523 715 946
589 647 908
83 852 102
218 843 69
654 438 886
18 85 122
824 768 264
206 680 373
570 860 755
449 343 518
183 190 437
604 312 329
636 266 788
357 817 638
63 443 575
15 667 467
454 860 952
604 263 499
763 435 500
702 688 45
237 695 374
517 154 228
49 810 674
504 629 219
379 633 105
396 457 857
310 124 503
467 139 46
679 713 255
187 501 728
433 542 27
67 16 502
91 262 917
783 563 98
860 445 185
629 475 413
220 763 399
804 341 108
117 439 446
139 156 21
521 58 346
673 762 477
322 358 37
363 734 106
731 216 970
600 788 972
88 193 283
499 798 94
753 704 973
260 860 315
176 13 388
356 298 780
653 703 759
562 797 436
339 203 360
544 849 682
28 187 600
681 421 624
55 587 259
113 260 949
178 620 687
409 853 96
659 4 789
110 689 991
306 430 527
517 823 378
164 286 680
658 324 218
294 860 13
196 366 422
7 529 391
673 815 816
364 535 833
129 566 901
121 758 378
361 154 562
389 533 695
373 463 149
101 577 180
32 22 617
350 617 483
784 279 900
88 286 542
150 652 95
829 322 997
196 866 537
344 807 265
176 237 173
800 522 525
322 221 995
458 203 660
237 281 140
552 9 56
631 832 265
696 180 32
849 570 477
307 457 204
682 423 820
593 507 402
733 471 147
781 322 252
150 199 450
350 719 513
243 568 620
856 454 878
244 132 348
281 20 894
558 767 53
436 575 582
462 29 792
1 130 572
360 714 468
843 818 936
780 29 278
779 740 846
302 831 43
270 849 664
825 71 194
7 398 500
859 255 606
490 316 880
613 734 573
274 596 275
647 194 392
746 506 591
28 286 842
686 639 814
638 455 136
335 270 786
381 457 177
671 586 352
498 124 368
317 618 160
219 117 777
400 721 230
690 760 249
680 245 540
422 836 95
48 50 467
779 311 611
459 561 801
753 415 552
519 574 485
4 5 174
673 433 838
713 163 378
329 607 537
30 837 929
499 605 999
848 265 26
398 510 603
400 702 705
441 464 846
559 82 668
54 504 670
254 60 80
325 670 867
361 767 508
408 4 397
840 643 814
782 77 15
179 767 891
21 172 599
251 547 164
623 199 819
174 17 897
124 403 707
520 542 486
378 353 95
37 470 625
300 270 34
855 603 193
172 604 29
427 79 363
610 397 957
858 435 286
61 395 118
727 729 777
218 409 918
92 320 335
374 110 131
315 725 977
157 275 698
571 602 394
328 533 761
530 649 49
564 720 230
591 315 428
98 5 373
621 694 26
258 819 633
406 532 169
788 567 130
274 488 491
25 814 712
492 100 827
815 63 424
378 771 428
622 249 840
513 341 152
471 317 840
346 854 611
394 809 373
555 157 408
632 196 28
70 754 321
217 706 492
86 758 653
533 182 579
814 148 173
110 688 670
599 626 366
286 841 683
221 852 478
108 378 748
438 346 80
471 298 309
97 429 527
789 430 263
369 433 751
148 491 393
315 410 903
498 397 104
226 333 6
743 411 581
216 334 236
199 119 111
388 764 218
42 392 575
474 697 199
327 31 337
73 135 39
556 78 61
286 105 978
466 840 206
326 341 216
116 65 66
5 206 613
110 51 379
268 407 46
841 814 474
463 677 530
393 823 326
706 674 984
65 541 319
196 811 664
505 662 466
474 651 920
784 242 535
177 544 655
416 597 177
270 862 977
181 487 414
604 272 163
339 52 549
583 349 367
150 609 858
299 206 721
472 160 682
665 409 270
543 143 613
511 101 997
341 14 199
821 282 321
270 161 374
774 267 980
82 555 136
114 694 488
444 517 771
578 742 534
280 516 14
676 683 855
555 294 400
498 731 604
31 335 356
523 424 82
448 754 867
40 67 867
637 357 246
201 286 929
89 212 682
816 529 835
9 13 255
774 856 440
671 110 736
866 296 436
550 833 76
81 360 809
310 70 142
124 687 136
689 764 361
421 357 968
791 318 140
674 32 248
640 395 57
564 146 265
502 516 327
333 6 985
60 596 267
365 794 334
355 134 503
822 640 134
502 565 856
353 462 441
39 511 774
578 628 135
431 516 768
58 65 405
25 129 686
571 519 367
529 333 434
507 221 818
391 658 912
619 545 826
300 716 395
763 125 634
650 250 142
33 17 324
342 393 438
359 257 965
197 828 895
371 218 5
642 89 960
838 506 168
389 754 875
129 222 888
443 508 695
693 649 375
613 58 772
478 337 400
30 682 196
860 592 38
849 594 522
859 345 661
481 351 755
365 345 491
28 482 241
127 317 966
508 96 662
118 483 822
631 699 362
8 457 149
629 187 896
820 863 72
319 168 392
160 526 437
375 807 830
131 560 62
36 596 938
821 607 936
459 153 114
204 90 897
587 326 460
208 167 471
650 703 168
38 124 690
200 270 887
313 766 317
770 78 262
453 136 462
637 407 23
557 353 647
405 594 682
708 395 438
37 198 111
184 174 86
422 745 178
645 225 66
253 607 101
847 165 207
504 582 750
83 677 371
646 686 677
212 270 805
101 825 590
587 89 640
84 232 221
202 720 178
454 427 355
353 665 282
22 729 156
500 13 563
255 441 187
94 819 286
4 532 91
516 312 67
216 172 943
609 595 716
695 117 476
853 656 1000
487 321 142
456 211 394
498 76 490
835 448 684
176 245 624
518 690 813
433 793 42
761 602 722
783 241 393
485 688 441
778 716 984
280 546 430
430 289 9
178 362 49
174 614 403
429 7 781
455 452 630
370 496 882
631 373 631
54 838 316
87 753 117
354 468 65
202 850 581
4 189 888
758 301 978
385 254 671
389 199 171
416 77 136
817 349 571
215 241 516
170 749 734
183 362 948
399 624 118
846 833 468
653 469 501
557 696 135
824 133 892
314 277 280
547 126 560
544 297 620
300 529 733
67 36 252
616 85 425
853 356 614
80 149 663
48 614 161
384 456 468
57 27 149
791 385 172
620 208 488
127 560 53
231 103 375
744 350 903
283 717 962
182 199 532
866 165 12
58 189 39
591 772 619
355 799 596
236 865 800
841 44 222
597 22 158
477 487 616
20 763 56
746 404 240
301 712 27
99 445 414
45 691 835
529 117 32
642 425 815
842 786 131
815 254 134
206 536 328
21 585 579
283 543 724
25 6 506
668 47 755
323 842 702
560 615 754
836 506 619
549 832 811
599 167 875
443 192 207
599 528 838
829 598 848
768 814 210
231 506 520
554 824 642
743 583 393
28 77 300
636 101 617
274 828 375
653 155 237
789 633 461
580 763 253
671 88 454
819 791 205
612 315 453
793 427 837
755 178 2
94 549 808
755 96 63
312 12 624
346 342 809
756 83 17
562 648 811
552 393 592
639 719 372
501 729 686
331 172 405
254 696 189
83 341 792
371 56 706
507 762 553
650 340 643
288 456 524
465 648 10
503 197 716
309 485 454
149 68 952
724 135 570
373 365 969
572 199 837
719 780 878
735 711 6
459 28 378
219 822 683
571 216 438
88 697 831
786 542 233
805 240 107
520 694 702
316 326 320
262 365 758
742 710 254
99 843 74
540 365 6
36 709 72
20 784 227
544 25 665
3 149 122
209 254 474
86 817 438
89 422 383
122 71 818
333 238 638
589 856 131
78 783 454
799 658 530
770 405 931
785 357 250
377 554 313
287 271 230
168 670 827
658 587 921
374 134 912
526 404 284
26 254 264
407 140 92
15 88 580
369 584 710
487 546 729
744 172 164
66 91 249
216 587 470
640 465 96
299 427 99
427 76 786
133 793 512
775 222 581
626 613 996
370 111 651
130 79 347
510 865 846
26 68 235
217 28 405
742 23 779
854 304 904
562 472 126
584 436 650
45 394 743
866 524 321
498 362 651
584 864 443
247 824 246
866 839 657
258 294 516
317 410 924
6 298 523
680 361 886
49 28 986
818 682 769
515 750 586
450 16 932
504 52 333
57 381 985
565 209 622
732 271 423
679 669 739
670 618 111
799 668 661
849 72 437
175 378 530
504 315 49
535 299 442
548 263 705
366 133 608
645 677 876
158 330 788
836 416 649
336 804 851
653 15 930
837 53 997
689 400 799
136 415 359
678 126 845
189 555 207
717 321 833
707 37 128
559 240 9
663 767 143
129 562 456
320 41 766
564 280 824
247 157 752
770 367 283
563 735 65
296 589 580
757 92 341
413 303 925
504 183 99
149 834 181
709 60 516
605 393 758
252 630 1
711 722 161
766 621 906
441 155 430
542 826 310
597 742 133
111 274 522
83 147 187
311 304 484
158 321 962
777 417 901
793 570 860
747 534 92
490 166 760
24 417 124
852 755 365
79 69 190
562 146 68
312 783 424
64 325 481
13 686 636
148 573 330
420 167 418
537 451 568
839 691 595
374 444 409
99 644 133
4 402 334
602 565 484
847 327 246
782 494 801
24 504 802
836 433 731
594 480 427
311 735 739
454 429 572
300 193 919
94 803 700
5 492 715
359 70 613
764 836 17
495 139 767
640 699 509
856 629 415
375 595 949
236 822 512
33 643 539
821 682 469
654 303 604
497 855 725
552 402 265
590 64 254
24 287 72
210 609 606
643 497 76
205 785 167
67 78 472
767 47 160
138 112 738
287 778 90
736 294 549
607 697 637
8 432 242
483 673 893
536 448 287
28 308 498
415 333 502
749 101 15
76 292 791
499 673 232
373 586 880
4 702 895
324 196 55
95 540 248
776 509 103
295 410 289
569 470 202
784 331 493
123 96 62
74 284 807
368 515 187
368 170 414
816 206 296
835 399 867
226 8 500
168 128 286
280 282 239
752 468 171
149 357 569
263 129 179
510 631 188
369 507 115
230 348 518
80 131 626
254 119 402
655 72 539
565 314 370
576 209 157
645 349 469
55 411 799
767 534 9
216 781 533
646 748 271
302 618 593
378 276 655
567 860 540
481 84 982
535 825 961
246 523 352
89 15 375
465 772 98
152 685 159
100 163 375
755 753 905
70 700 689
694 381 426
290 300 792
555 750 309
845 263 574
805 853 894
714 824 657
505 690 648
364 198 798
238 227 127
303 739 193
271 128 106
819 341 47
407 295 488
799 252 206
818 328 523
449 271 473
640 263 806
702 325 159
300 582 536
623 363 254
477 362 233
546 19 428
818 831 109
474 185 866
167 552 990
164 408 924
77 783 579
599 740 478
577 803 643
450 801 761
811 423 804
365 300 339
567 93 55
48 348 325
530 630 369
540 861 446
50 589 907
696 628 404
247 255 452
618 318 317
114 743 917
679 630 334
762 386 483
512 50 899
327 390 897
622 11 891
115 414 853
859 508 959
109 497 707
130 733 476
630 855 675
570 379 698
524 726 130
847 405 877
856 613 477
573 122 266
536 831 627
776 205 946
711 331 914
89 74 12
97 527 652
222 230 305
250 328 824
815 724 622
419 200 804
755 765 282
242 96 666
697 756 359
296 855 153
334 275 6
188 679 327
132 427 944
333 628 463
776 141 804
14 237 424
834 627 584
694 634 931
50 52 179
341 170 58
83 651 109
17 848 793
495 355 348
42 758 41
720 754 705
197 236 83
528 434 542
441 545 367
340 661 780
822 67 391
647 248 784
563 400 891
322 257 420
210 668 770
362 41 868
743 123 891
330 861 277
724 657 358
217 82 482
299 856 797
96 217 59
864 404 407
212 30 881
97 382 447
835 538 156
119 527 520
239 344 420
330 788 53
336 636 701
89 833 443
70 111 444
158 762 134
173 127 819
131 37 80
584 522 120
361 529 273
782 537 631
811 97 656
413 473 829
273 773 870
332 842 162
576 787 475
715 634 946
717 41 544
669 203 416
133 173 276
813 298 240
447 22 364
607 88 586
274 831 93
565 638 147
164 562 263
592 599 158
249 461 243
413 626 152
210 546 320
85 412 115
348 789 24
90 536 986
788 371 487
602 833 587
747 298 951
206 132 537
730 452 960
268 511 297
225 232 91
418 222 433
181 23 526
484 308 818
364 233 387
153 27 775
604 331 580
773 717 913
35 598 205
791 735 646
92 540 14
621 666 367
89 546 871
708 854 724
419 200 738
290 30 94
271 174 462
633 649 661
655 162 521
258 594 38
9 278 176
499 809 758
788 42 434
382 512 995
434 697 111
477 16 161
594 609 31
292 120 6
706 405 495
230 236 559
11 703 375
421 864 598
79 501 796
863 69 366
719 114 272
313 620 894
817 719 80
368 462 612
735 689 92
217 151 381
364 765 37
258 324 392
6 269 526
360 386 318
337 815 789
527 411 64
595 781 191
251 612 690
826 717 507
795 85 644
396 801 284
412 860 444
384 264 239
418 448 1
331 657 516
14 333 309
536 164 163
574 265 965
29 518 966
666 234 626
835 28 934
247 124 721
809 609 73
732 534 199
473 703 511
442 636 37
29 584 384
684 368 118
127 716 38
510 754 531
584 156 689
135 161 196
170 382 330
537 407 247
106 298 744
756 587 407
595 153 233
253 298 277
435 466 192
221 635 858
690 15 968
723 98 476
507 77 525
638 349 4
305 610 366
468 291 542
747 348 66
235 244 145
430 286 303
769 115 354
847 795 971
740 615 666
958 1620
27 354 57
11 872 781
474 15 369
310 473 781
377 243 390
944 487 856
932 595 950
318 31 207
631 583 865
7 86 53
927 424 238
582 700 234
583 629 565
684 233 212
841 617 801
172 511 506
488 478 9
218 837 537
21 258 706
879 503 716
283 465 437
621 569 262
427 879 317
503 821 776
304 169 198
265 646 368
926 32 120
294 12 282
293 325 257
384 854 812
66 277 795
935 945 41
568 920 743
727 811 578
640 326 315
910 884 828
453 204 84
394 378 799
724 809 924
559 44 342
381 669 764
421 10 757
707 822 579
653 958 769
559 113 651
197 602 14
129 686 699
177 588 516
657 817 396
290 228 149
825 224 664
414 483 824
897 77 576
457 758 280
119 916 160
280 493 935
403 655 938
611 14 178
393 516 606
861 631 986
925 660 862
656 198 475
509 194 144
246 181 870
322 613 869
425 271 68
749 19 567
304 325 111
861 319 14
147 734 199
522 564 518
399 916 206
323 684 788
387 187 681
901 943 345
317 283 431
876 936 46
575 327 242
372 252 460
434 178 247
231 4 372
556 358 744
