968 2405
475 371 988
808 354 794
865 603 717
928 704 567
408 561 471
250 732 488
77 460 26
207 398 423
744 314 864
380 68 877
905 625 562
622 238 428
743 334 163
560 851 277
638 426 26
666 351 417
408 581 173
342 434 189
279 730 526
576 86 786
67 141 112
866 439 232
180 734 231
780 488 328
319 447 44
530 206 787
738 420 422
135 884 750
151 642 780
433 966 101
13 87 242
614 359 575
142 691 760
254 857 206
867 460 999
918 476 967
727 335 630
463 672 684
10 742 59
253 448 729
48 129 116
241 882 542
472 148 513
165 216 43
14 481 648
659 823 148
243 43 273
289 462 939
545 920 975
901 620 837
654 383 593
291 588 572
947 685 36
386 434 244
567 542 6
958 917 365
574 886 886
5 316 315
681 574 772
959 579 414
520 302 875
143 15 557
91 351 560
162 55 871
762 330 759
881 752 837
342 77 850
900 491 788
437 109 997
636 132 676
49 515 205
717 905 644
392 166 509
697 669 930
